dia_li,gdcd,hoa_hoc,lich_su,ngoai_ngu,sbd,sinh_hoc,toan,van,vat_li
6.50,8.75,,7.50,N1:6,33001695,,8.40,7.50,
,,8,,N1:5.20,33001696,5.25,8,7.50,7.25
8.25,7.75,,6,N1:4.20,33001697,,7.40,7.75,
8,8.75,,7.25,N1:2.60,33001698,,6.80,5.25,
6.50,8.50,,6.25,N1:2.40,33001699,,6.60,5.75,
7.25,6.75,,6,N1:2.20,33001700,,5.20,6.25,
7.75,9.50,,7.25,N1:5.40,33001701,,7.60,7.50,
7.50,8.50,,7,N1:2.80,33001702,,5.60,6.25,
5,6,,3.75,N1:3,33001703,,5,6.75,
7.50,8.50,,6,N1:3.80,33001704,,8.20,7.75,
5.50,4.75,,3.75,N1:3.20,33001705,,2,5.50,
,,6.75,,N1:6.80,33001706,6.25,8.80,8.25,8.25
4.25,5.50,,3.75,N1:2.60,33001707,,6.40,6.50,
7,8,,4.75,N1:4.60,33001708,,7.80,7.50,
4.25,6.50,,3.25,N1:1.60,33001709,,5,4.75,
,,6.75,,N1:4.20,33001710,5.25,7.60,7.25,6.75
7,8.75,,6,N1:5.20,33001711,,8.40,8.50,
5.50,7,,3,N1:3.60,33001712,,5.20,4.25,
,,9,,N1:6,33001713,5.25,9,7.50,8.50
,,7.50,,N1:3.20,33001714,5.50,8.40,7.75,7
9,9.50,,6.75,N1:4,33001715,,8.20,7,
8.50,8.75,,6.50,N1:4.40,33001716,,6,5.25,
7.75,7.75,,5.50,N1:4.60,33001717,,7.60,8,
5.50,8.75,,6.25,N1:4,33001718,,7.20,8.50,
,,6.75,,N1:4.60,33001719,4.25,9,7.50,6.75
,,4.25,,N1:6.40,33001720,5,8.60,7,7.50
7,8.25,,7,N1:2.20,33001721,,7,6.75,
6.50,8,,5.75,N1:5.40,33001722,,7.40,7.75,
5.25,7,,4.50,N1:3,33001723,,6.80,7,
,,6,,N1:5.60,33001724,4.25,7.20,7,7
,,7.75,,N1:2.60,33001725,5.50,8.20,4.75,8.75
6,7.50,,4.25,N1:3.40,33001726,,7,5.75,
7,7.75,,6.50,N1:4.40,33001727,,7.80,6,
5,8.25,,4.25,N1:2.20,33001728,,4,6.25,
,,8,,N1:5,33001729,5,8.60,7.25,8
6,8,,6.50,N1:2.20,33001730,,4.60,6.50,
9.25,8,,8.75,N1:5.40,33001731,,6.40,9,
8.25,8.50,,6.25,N1:4.80,33001732,,8.20,5.25,
6,8.50,,5.75,N1:4,33001733,,7,8,
5.25,5.75,,3,N1:1.40,33001734,,3,5.50,
6.75,8.25,,5.75,N1:1.20,33001735,,3.60,5.75,
6.25,8.50,,8.25,N1:7.40,33001736,,7.20,9,
5.50,6.25,,3,N1:3.40,33001737,,4.60,7,
,,5.25,,N1:2,33001738,4.75,8.60,7,4.50
6.50,8.75,,4,N1:1.40,33001739,,5.60,6.50,
,,7.50,,N1:3.60,33001740,4.25,7.80,8,7.50
7,8.25,,6.25,N1:2.60,33001741,,7.60,5.50,
,,6.75,,N1:2.20,33001742,5.50,7.60,7.50,6.25
6.25,7.50,,3.75,N1:2.40,33001743,,6,6,
4.25,7.25,,3.75,N1:5.20,33001744,,6.80,6.25,
6,7.75,,5,N1:4.40,33001745,,7.60,7.50,
,,7.50,,N1:6,33001746,6.25,7.80,8.50,7
6.75,8.25,,6.50,N1:7,33001747,,7.60,8.50,
7.50,8.25,,7.75,N1:5.80,33001748,,7.80,8.75,
5.25,6.75,,4.50,N1:2.60,33001749,,5.60,7,
5.50,8.75,,6.25,N1:2.80,33001750,,6.80,7.25,
5.50,8.50,,5.25,N1:4.80,33001751,,7,5.83,
7,8.75,,3.25,N1:3.60,33001752,,6.40,6.50,
,,7.75,,N1:3.80,33001753,4,8,7,7.75
,,7.75,,N1:4.60,33001754,4.25,8,6.75,8
6.50,7.75,,5.25,N1:3.20,33001755,,6.60,6.50,
5.50,8,,4.50,N1:2.40,33001756,,6.40,6.25,
6.50,8.75,,6,N1:3.40,33001757,,7.40,7.25,
,,6,,N1:3.60,33001758,4.75,8,7.75,7.25
5,8,,4.50,N1:3.20,33001759,,4.80,6.25,
5.75,8.50,,4.75,N1:5,33001760,,8.40,8,
,,7.75,,N1:3.20,33001761,3.75,8,7.25,7.25
,,8,,N1:3.40,33001762,4.75,7.80,7.50,8.25
7.50,8.25,,7,N1:3.60,33001763,,6.20,5.50,
,,8.50,,N1:5,33001764,5.75,9,6.25,8.50
7.25,9.25,,7,N1:3.80,33001765,,7,6.50,
,,8.75,,N1:2.40,33001766,6,9,6.25,9
5.75,6.50,,5.25,N1:2.20,33001767,,7.40,6.25,
6.25,8,,3.50,N1:4,33001768,,7.20,6.50,
7.75,9.25,,5.25,N1:5.60,33001769,,7.60,8.25,
,,8.75,,N1:7.40,33001770,2.25,9.40,7.25,8.75
8.50,9,,6.50,N1:1.60,33001771,,7.60,4.25,
5.75,6,,4.25,N1:3,33001772,,5,2.50,
,,7.50,,N1:2.80,33001773,3.75,7.60,7.50,7.25
5.75,8.75,,5.50,N1:2.60,33001774,,6.20,5,
7,8.50,,5.50,N1:3.20,33001775,,4.40,7,
6.75,8.75,,5.25,N1:6.40,33001776,,6.80,8.50,
,,8.25,,N1:6.80,33001777,5.75,8.60,7.75,8
,,8.50,,N1:5,33001778,5.75,9,4.75,8.25
,,8,,N1:2.60,33001779,4.50,8.80,7.50,7.75
5.25,6.75,,4,N1:3,33001780,,6.40,6.75,
,,6.75,,N1:3,33001781,3.75,7.20,6.50,7
7,8,,5.25,N1:3.80,33001782,,7.40,6,
5,7.75,,6.25,N1:3,33001783,,5.60,5.50,
,,7.25,,N1:5,33001784,6.25,8.80,7.75,8.25
6,8,,5.25,N1:3.80,33001785,,7.20,6.75,
6.25,7.75,,4.50,N1:3.80,33001786,,7.60,6.50,
9.25,9.75,,9.50,N1:5.40,33001787,,7.60,6.25,
,,7.50,,N1:8.40,33001788,5.75,8.60,8.25,7.50
7.25,8.75,,4.50,N1:2.40,33001789,,5.40,5,
5,9.50,,4.50,N1:2.80,33001790,,6.80,6,
,,6.50,,N1:7.80,33001791,6,9.20,8.50,8.50
6,8,,6.75,N1:3.60,33001792,,7.20,6,
6,4.75,,2.25,N1:2.60,33001793,,4.60,5,
7,8.25,,6.50,N1:3.60,33001794,,5.60,5.75,
7.75,7.75,,6.75,N1:3.60,33001795,,7,5.50,
7.75,7.75,,5.50,N1:4.20,33001796,,5.40,6.50,
6.75,9,,7.50,N1:3,33001797,,7.40,5.75,
,,8,,N1:2.80,33001798,7.25,8.60,5.75,5.50
7.25,8.50,,6,N1:6.20,33001799,,8.60,7,
,,7.25,,N1:2.20,33001800,4.25,7.80,8,7.50
,,7.25,,N1:6.80,33001801,6.50,8.60,7.75,7
7.50,8,,5.25,N1:2,33001802,,5,6.60,
7.75,8.50,,6.25,N1:5.60,33001803,,8.20,7.50,
6.75,7,,4,N1:2,33001804,,6.20,7,
7,6.25,,5,N1:3.20,33001805,,7.60,7.75,
,,5.25,,N1:5.20,33001806,5.50,7,7,6.50
7.25,8.75,,6,N1:4.60,33001807,,7.40,5.50,
6.75,8.75,,6,N1:3.60,33001808,,7.40,7.25,
,,8.25,,N1:3.80,33001809,6.75,8.80,8,7.25
6.50,8,,2.50,N1:2,33001810,,4.40,5.50,
,,8,,N1:3.20,33001811,5.75,7.80,8.25,6.25
7.25,8.25,,4,N1:2.40,33001812,,5.60,7.75,
7.75,9.25,,7.25,N1:4.60,33001813,,5,7,
,,8.50,,N1:6.20,33001814,5.25,8.20,7.75,7.50
9,9.75,,7,N1:2,33001815,,6.60,5.50,
6.25,8,,6.25,N1:2.80,33001816,,2.80,5.75,
,,4.75,,N1:3.20,33001817,4.75,7.60,7.25,6.75
6.75,7.75,,7.25,N1:3.20,33001818,,7.20,7.25,
5.25,6,,2.25,N1:4.40,33001819,,3.60,6,
8,9,,5.50,N1:5.60,33001820,,8.20,9,
,,8.50,,N1:4.60,33001821,6.75,9.40,8.50,7.75
7.75,8.50,,5.25,N1:3.60,33001822,,7,7.50,
,,9.25,,N1:2,33001823,5.25,8,6.50,7.25
9.50,9,,7.50,N1:2.80,33001824,,5.80,6.50,
,,4.75,,N1:2.40,33001825,4.25,8,6.50,7
,,8,,N1:3.20,33001826,4.50,8.20,6,8
,,8.50,,N1:4.20,33001827,6.50,8.40,6.50,8.25
,,7,,N1:3.40,33001828,7.50,8.20,8.25,6.50
7.25,9.75,,7.50,N1:7.20,33001829,,7.60,6.75,
6.75,8,,6.75,N1:4,33001830,,5.60,7,
6.25,6.75,,4,N1:2.40,33001831,,5,6.50,
6.50,7,,4.75,N1:2.60,33001832,,3.20,6.75,
,,,5.25,N1:3,33001833,,4,,
7.50,9.25,,3.25,N1:2.60,33001834,,6.20,8.50,
4.50,7.25,,3.75,N1:2,33001835,,5.60,6.50,
7,9,,5.75,N1:3.60,33001836,,7.60,7.75,
6,7.50,,2.50,N1:3.80,33001837,,3.60,7,
5.50,7.75,,4.25,N1:3.20,33001838,,4.20,5.75,
,,8.50,,N1:6,33001839,6,9.20,7.50,8.50
3.75,,,3,N1:2.60,33001840,,3,5.75,
,,3.50,,N1:5.20,33001841,3,4.40,5.75,4
7.25,9.25,,5.50,N1:5.20,33001842,,7.40,8,
7.25,8.50,,5.25,N1:3.20,33001843,,3.20,5,
6.25,9,,5.75,N1:3.60,33001844,,5.20,6.50,
7.75,7.25,,5.50,N1:3,33001845,,5.20,6.50,
5.25,7.75,,2.75,N1:3.20,33001846,,5,6.50,
5.75,8,,5,N1:4.80,33001847,,7,6.75,
6.50,7.75,,7.50,N1:3.60,33001848,,6.40,7,
6.25,7.25,,3.25,N1:2.20,33001849,,6.20,6.75,
6.25,8.25,,4.25,N1:2,33001850,,5.80,6.75,
6.75,8.25,,2.50,N1:2.60,33001851,,4.20,5.50,
,,6.50,,N1:2.40,33001852,4.25,7.60,6.25,7.50
6.50,7,,3,N1:2.20,33001853,,4.20,6.50,
8.50,8.25,,7.25,N1:3.20,33001854,,7.80,6.75,
,,7.50,,N1:2.40,33001855,5.25,7.60,6.50,8
8.25,8.75,,5.50,N1:2.80,33001856,,5,6.75,
6.75,7,,3.75,N1:3,33001857,,3.80,5,
6.50,9.25,,4,N1:3,33001858,,6.80,7.75,
4,7.75,,3.75,N1:2.80,33001859,,4.40,6.75,
7.50,8.50,,6.25,N1:3.60,33001860,,2.60,5.75,
7.75,8.50,,5.75,N1:3.40,33001861,,7.20,6,
7.75,8.75,,5.25,N1:3,33001862,,7.60,7,
4.75,6.75,,2.75,N1:2,33001863,,5.20,5,
6,8.25,,3.75,N1:2.80,33001864,,6,7.50,
7.50,7,,5.75,N1:3.60,33001865,,6,6.25,
7.50,9,,4,N1:2.60,33001866,,7.40,6.75,
5,6.75,,4.25,N1:2.20,33001867,,4.60,3.75,
6.50,8,,4,N1:3,33001868,,5,6,
4.75,8.25,,4.50,N1:3.40,33001869,,6,5.75,
6.75,8.25,,2.75,N1:3,33001870,,2.20,3.75,
,,8.50,,N1:3,33001871,7.75,9.40,5,4.50
6.50,7.75,,3.25,N1:3.20,33001872,,6.40,6.50,
6.50,8.25,,5.75,N1:2.60,33001873,,4.60,6.25,
7.50,8.25,,5.25,N1:5.60,33001874,,7.60,8,
6,8.25,,4,N1:2.80,33001875,,6.40,7.50,
7.25,7.75,,3.75,N1:1.40,33001876,,5.60,8.50,
,,4.25,,N1:4,33001877,4.50,7.20,6,5.25
3.75,6.25,,3.25,N1:2.40,33001878,,2.60,3.75,
5.25,,,1.75,N1:3,33001879,,3.60,4.25,
,,8.25,,N1:3,33001880,7,7.40,6,7.75
5,7.75,,3.75,N1:4.40,33001881,,7,6.50,
7.25,9.50,,5.25,N1:3.60,33001882,,6.60,8,
6,8.25,,3,N1:3.40,33001883,,7.80,7.75,
4.75,5.75,,4.25,N1:3.60,33001884,,4.40,4,
7.75,8.75,,5.50,N1:3,33001885,,6.60,6.75,
5,4.25,,2,N1:1.80,33001886,,3.80,3.50,
,,9.25,,N1:6.20,33001887,7.50,9.40,7,6
6.75,8.75,,4,N1:4.20,33001888,,5.80,7,
8,8.50,,5.25,N1:2.80,33001889,,5.40,4.50,
5.75,6.50,,4.25,N1:2,33001890,,5.80,3.50,
7.75,,,7,,33001891,,6.60,6.75,
7.50,9.75,,5.50,N1:3.80,33001892,,6.60,6.25,
,,8.50,,N1:2.20,33001893,4,8.20,5.75,8
7,8.75,,7.75,N1:2.60,33001894,,6,6,
2.75,5.25,,3.50,N1:2.20,33001895,,3.80,3.25,
,,4,,N1:4.60,33001896,5.25,6.60,7,6.50
6.25,6.50,,4,N1:3.20,33001897,,4,5.75,
6.25,,,2.75,N1:2.80,33001898,,3.40,,
8,9.25,,5.50,N1:3.40,33001899,,6.40,5.75,
7.25,7.25,,4.25,N1:3.20,33001900,,6.60,5.75,
7.25,6.50,,4,N1:2.40,33001901,,3.60,3.75,
,,7.75,,N1:5.60,33001902,7,8.40,8.25,7
3,4.25,,2.75,N1:2.40,33001903,,3.20,3.50,
8,9.25,,5.50,N1:7.40,33001904,,8,7.75,
7.50,7.25,,4.75,N1:4,33001905,,6.80,5,
,,7.25,,N1:4.80,33001906,5.25,7.60,8.50,7.50
6,7.50,,4,N1:1.80,33001907,,4,6,
7.75,8,,4.75,N1:2.40,33001908,,7.40,7,
7,9,,3.50,N1:3.60,33001909,,5,8,
6.50,8.25,,4.50,N1:2.80,33001910,,8,5,
8,9.25,,7.75,N1:4.40,33001911,,7.80,6.75,
6,,,3,,33001912,,2.60,5.25,
7,8.25,,6.75,N1:3.60,33001913,,4.80,6,
8,,,4.25,,33001914,,5.40,5.75,
7.25,8.25,,7.25,N1:3,33001915,,7.40,8,
7.50,9,,5.75,N1:4.60,33001916,,7.40,8,
,,6.75,,N1:3.40,33001917,3.75,7.40,6.75,6.50
6.25,7.25,,3.50,N1:2.40,33001918,,7.40,7,
,,4.50,,N1:7.20,33001919,5,8,8.75,6
7,8.50,,5.75,N1:5.40,33001920,,5.80,7.50,
6.50,8.75,,4,N1:4,33001921,,7,6.50,
7,8.75,,4.25,N1:4.80,33001922,,7.80,7,
6,7,,4,N1:3,33001923,,2.60,5.75,
,,,4,N1:2.20,33001924,,,6.50,
7.25,9,,5.75,N1:4.60,33001925,,7.40,5,
6.50,7.50,,3.75,N1:2.60,33001926,,5.60,6.75,
6.75,9,,3.50,N1:3.60,33001927,,6.80,6,
7.75,,,6.50,,33001928,,4.40,6.25,
7,7.75,,4.50,N1:4.40,33001929,,7,7.25,
5.75,8.75,,4.75,N1:2.80,33001930,,6.40,5.50,
5,8.25,,4,N1:3.60,33001931,,5,6.75,
7.25,8.25,,5.50,N1:2,33001932,,6.80,7.75,
7.75,9,,6.50,N1:2.80,33001933,,5,7.50,
6,7.50,,3.50,N1:1,33001934,,6,5.75,
7.75,9,,5.50,N1:1.40,33001935,,6,6.75,
7.50,8.25,,5,N1:3.20,33001936,,5,6.25,
6.50,9,,5.50,N1:3,33001937,,7.40,5,
5.75,6.25,,3,N1:3,33001938,,4.60,7,
8.25,8,,4.25,N1:1.60,33001939,,6.60,8.25,
9,9.50,,3.50,N1:3,33001940,,7.80,4.50,
7.25,8.25,,4.25,N1:3,33001941,,6,5,
6.25,8.50,,5.50,N1:2.40,33001942,,7,5.25,
6.75,8.50,,5,N1:3.40,33001943,,4.40,6.75,
6.75,8.75,,4.50,N1:3.20,33001944,,8,7.50,
6.75,7,,2.75,N1:1.40,33001945,,5.40,6,
7.50,7.25,,4.25,N1:5,33001946,,7.80,6.75,
8.25,8.75,,6.25,N1:3.20,33001947,,7.20,5.50,
7.50,9.25,,5.50,N1:5,33001948,,6.80,7.25,
,,5.75,,N1:3.40,33001949,3.50,7.20,6,7.25
,,7,,N1:4.60,33001950,6.75,8,7,7.75
,,6.75,,N1:1.60,33001951,4.50,7.40,6,6.50
5.25,7.50,,3.75,N1:3.20,33001952,,5.80,7.75,
7.25,9,,7,N1:3.80,33001953,,7.80,7.75,
3.50,8,,3.25,N1:4,33001954,,5.60,5.75,
7,8.50,,5.25,N1:2.60,33001955,,8,7.25,
7.50,7.75,,6.25,N1:2.20,33001956,,4,6.50,
,,,2.25,N1:2.80,33001957,,4.40,5,
4.75,4.75,,3.50,N1:2.80,33001958,,2.80,4.50,
,,8,,N1:4.40,33001959,5,9.40,5.75,9
,,3.75,,N1:4,33001960,6,6.20,6.25,5.50
,,4.75,,N1:3,33001961,4.50,9,6.50,8
6.25,8,,3.50,N1:1.20,33001962,,4.60,6.75,
7.50,8.50,,5.75,N1:5.40,33001963,,7.80,7.25,
5.25,7,,2.50,N1:1.60,33001964,,4.80,4.75,
,,7,,N1:2.80,33001965,4.75,7.40,7.50,4.75
,,3,,N1:3.60,33001966,4.75,6.80,6.50,4.25
,,3,,N1:4.80,33001967,6.25,7.20,5.75,6.75
6.75,8.50,,3.75,N1:2.60,33001968,,5.80,5.50,
5.25,8.50,,4,N1:2.60,33001969,,6.40,7.25,
7.75,9,,5.50,N1:3.80,33001970,,6.20,6,
6.75,,,4.25,,33001971,,6,6.75,
7.25,7.75,,4.75,N1:2.40,33001972,,7.20,5.25,
5,6.75,,1.75,N1:2.40,33001973,,3.20,3.75,
9.75,9.75,,9,N1:4.80,33001974,,8.20,8,
7,6.75,,3,N1:1.20,33001975,,5,5.75,
4.75,7,,4.75,N1:2.20,33001976,,3.60,3.25,
7.75,9.50,,5,N1:6.20,33001977,,8,6.75,
7.25,8.50,,2.50,N1:3.40,33001978,,8.20,7,
7.50,9.25,,4,N1:3,33001979,,7.60,6.75,
6,5.50,,4,N1:2,33001980,,4.20,6.67,
5,6.75,,1,N1:1.20,33001981,,4.60,7,
6.25,8.50,,4.25,N1:2.40,33001982,,5.40,6.50,
7.75,9,,6.25,N1:2.80,33001983,,7.20,7,
6.25,7.25,,4,N1:2.80,33001984,,6,6.25,
5,8.25,,3.50,N1:2.60,33001985,,5.20,7,
6.75,8,,5.25,N1:5.60,33001986,,8,8.25,
7.75,8.50,,6,N1:6.80,33001987,,8.40,8.50,
5.50,6.75,,4.25,N1:2.80,33001988,,4.20,6,
6.25,5.75,,4.25,N1:1.80,33001989,,3.40,6.50,
7.75,6.25,,3.25,N1:2.80,33001990,,7.20,7.25,
,,8,,N1:2.80,33001991,7,7.80,5.75,7.25
,,7,,N1:4.20,33001992,4,6.60,6,5.25
5.50,8,,3.50,N1:3.40,33001993,,4.40,6.50,
,,6.25,,N1:5,33001994,3.75,8.20,6,6.25
6.50,6.75,,3.50,N1:4.40,33001995,,7.60,6.50,
,,7.50,,N1:2.40,33001996,5,8.60,7.25,6.50
5.75,5.75,,4.25,N1:3.20,33001997,,4.20,6.25,
5.75,6.25,,4.50,N1:3.60,33001998,,7.40,7.50,
,,7.25,,N1:7.60,33001999,6.50,9.40,7.25,8.75
4.75,6,,3.25,N1:2.40,33002000,,4,7.25,
,,4.75,,N1:6.80,33002001,4.25,8.60,5,7.75
,,8.25,,N1:3.80,33002002,8.50,8,7,3.50
7,8,,7,N1:5.60,33002003,,7,8.25,
6.50,6.25,,3.50,N1:2.80,33002004,,6,6.25,
,,8.25,,N1:5.80,33002005,7.25,8.40,7.25,7.75
,,6.75,,N1:5,33002006,2.50,9,7.50,6.50
6.25,8.75,,3.50,N1:2.20,33002007,,5.80,5,
4.75,7.25,,3.25,N1:2.60,33002008,,5.80,5.50,
6.50,8.75,,5.75,N1:3.60,33002009,,8.40,7,
7.50,9.25,,5.75,N1:3.80,33002010,,8.40,6.50,
8,9,,5.50,N1:5,33002011,,7.80,7,
5.50,8.50,,4.50,N1:4,33002012,,4.80,8.25,
6,8,,4.50,N1:4,33002013,,7.20,4.50,
7,7.75,,4,N1:2.80,33002014,,5.20,6.75,
6.75,7,,3,N1:1.40,33002015,,1.80,5.75,
5.75,6.25,,3.75,N1:2.60,33002016,,5.20,6.50,
5.50,7.75,,5.75,N1:3.20,33002017,,6.40,7.25,
,,6.50,,N1:3.40,33002018,5.25,6.60,5,7
6.50,7.75,,4,N1:3.40,33002019,,7.20,6,
,,7,,N1:2.40,33002020,4.25,8,6.50,5.75
6.50,7.75,,6.50,N1:5.60,33002021,,7.60,6.50,
6.75,8.75,,5,N1:4.40,33002022,,7.80,8,
5,6.75,,2.50,N1:2.40,33002023,,5,4.50,
,,6.50,,N1:4.40,33002024,5,9.40,6.75,8.25
6.75,9,,5,N1:2.80,33002025,,7.60,7.50,
4.50,5.50,,2.75,N1:1.60,33002026,,3.60,5.50,
6.75,7.25,,2,N1:1.60,33002027,,5.60,3.75,
,,7.50,,N1:4.60,33002028,4.25,8.40,6,8.25
7.50,8.50,,3.75,N1:2.80,33002029,,5.40,6.50,
7,7.50,,3.75,N1:2,33002030,,3.60,6,
6.50,8.50,,7.50,N1:2.60,33002031,,7.40,8,
4.75,7.25,,7.25,N1:2.40,33002032,,5.80,7.25,
6.25,8,,3.25,N1:3.40,33002033,,7.40,5.25,
6.50,7.50,,6.25,N1:3.20,33002034,,6.40,7,
6.50,8,,4.50,N1:2.40,33002035,,7.40,5,
,,6.75,,N1:3.40,33002036,5,7.20,6,4.25
8.75,8.50,,7.50,N1:7.40,33002037,,5.80,8.25,
,,6.50,,N1:3.20,33002038,4.75,6.60,7.25,4
6.25,7.50,,3,N1:4.40,33002039,,5.80,5,
7.25,7,,2.75,N1:1.80,33002040,,5,6.75,
7,8.75,,8.50,N1:2.40,33002041,,5.60,6.75,
8.25,9.25,,7.75,N1:8.80,33002042,,8.60,8.50,
,,7.75,,N1:3,33002043,4.25,7.40,6.50,8
8.75,9.25,,8,N1:5.80,33002044,,8.20,7.75,
6.75,8.75,,6,N1:5.60,33002045,,8.40,8.25,
,,4,,N1:6.60,33002046,5.50,8.60,8,7.75
,,8,,N1:6,33002047,6,9,6.25,7.25
,,7.25,,N1:7,33002048,6.25,7.40,6,8.25
7,9.25,,4,N1:7.20,33002049,,7.80,8.50,
6.75,7.50,,4.50,N1:2,33002050,,4.60,6.50,
5.50,6.75,,4,N1:6,33002051,,7.40,8.25,
7.75,7.50,,6.50,N1:3.40,33002052,,7.60,7,
,,6.25,,N1:6.20,33002053,5.25,9,6.25,7.25
,,5.50,,N1:4.20,33002054,3.25,7.20,6.75,6.25
7,8.50,,4,N1:3,33002055,,5.80,8.25,
5.75,7.75,,3,N1:2.60,33002056,,7,6.75,
6.50,8.75,,4.75,N1:4.20,33002057,,7.20,6.50,
,,5.50,,N1:5.60,33002058,5.75,8.60,5,7.50
6.75,7,,4,N1:4.60,33002059,,5.60,7,
,,5.75,,N1:2.40,33002060,3.75,6.40,7,4
7,7.75,,2.75,N1:4.80,33002061,,5.60,7.50,
,,8.50,,N1:5.40,33002062,8.50,9.40,7,4
5.75,6.25,,3.50,N1:5.60,33002063,,7.40,8.50,
6.50,6,,5.25,N4:6.60,33002064,,6.40,5,
8.50,8,,3.25,N1:5,33002065,,6.80,8.25,
7,8.50,,5.50,N1:3.80,33002066,,7.20,8,
5.75,6.50,,3.50,N1:2.60,33002067,,3.80,4.50,
8.75,9.50,,7.75,N1:8.60,33002068,,8.80,8.75,
7,7.75,,7.75,N1:2.60,33002069,,6.40,7,
,,6.75,,N1:7,33002070,7.25,8.20,5,8.50
3.75,6.75,,3,N1:3.20,33002071,,3,5,
,,6.50,,N1:3,33002072,5.25,7.20,7.75,6.75
,,9.50,,N1:7.40,33002073,6.25,8,6.75,5
3.75,5.25,,4.25,N1:3.60,33002074,,5.40,5.25,
,,3.25,,N1:5.80,33002075,2.75,8,6,6
,,8,,N1:4.40,33002076,3.50,9,6.25,7.75
4.50,5.50,,3.50,N1:3.40,33002077,,6.20,7.25,
,,8.50,,N1:7.20,33002078,5.25,8.80,7.50,7.75
6.75,6.25,,4,N1:1.40,33002079,,2.60,3.75,
,,8.50,,N1:5,33002080,5,9.40,7.25,8.75
,,8.50,,N1:4.80,33002081,8,8.60,9,5.75
,,8.25,,N1:4.20,33002082,5,8.80,7.25,8
7,8.25,,5.75,N1:8.60,33002083,,9,9,
7.25,8,,7.25,N1:6.20,33002084,,8,5.25,
9,8.75,,9.50,N1:6.80,33002085,,6.80,7.75,
6.50,8,,4.50,N1:3.80,33002086,,4.80,7.50,
6,7.75,,6.50,N1:3.20,33002087,,5.40,6.50,
,,5.25,,N1:8.40,33002088,4.75,8.20,9,7.75
4,6.50,,3.25,N1:3.40,33002089,,5.60,7,
5.25,7,,4.50,N1:2.40,33002090,,4,6.75,
6.25,6.75,,3.25,N1:1.40,33002091,,2.40,4,
,,5,,N1:3.80,33002092,4.75,6.80,5.50,5.50
,,8.25,,N1:4.40,33002093,6,8.60,7,8.25
,,7.75,,N1:3.60,33002094,5.25,7.60,6,6
5.25,8.25,,2.50,N1:1.80,33002095,,4.80,5.25,
6.50,8.50,,3.75,N1:4.60,33002096,,7.20,9.50,
7,8.75,,6.25,N1:5.20,33002097,,7.80,9,
,,8.25,,N1:5,33002098,7.25,8,6.25,4.25
,,7.75,,N1:6.80,33002099,6.25,8.80,8,8
,,7.75,,N1:5,33002100,7.75,7.80,6.50,6.50
,,7.50,,N1:4,33002101,5.75,8.40,6.75,7.25
5.75,8.25,,4.50,N1:2.20,33002102,,6.80,7,
6,8.50,,3.75,N1:4.20,33002103,,6,5.50,
8,9,,5.25,N1:2.40,33002104,,6.40,6.25,
,,6.75,,N1:7.60,33002105,5.25,8.40,6.25,8
6.50,7.50,,4.75,N1:3.60,33002106,,6.60,6.75,
,,6.25,,N1:4.40,33002107,5.50,8.20,6.25,5.50
,,9,,N1:5.80,33002108,5.75,9.20,6,9
8.50,9.25,,6.50,N1:5.80,33002109,,5.20,8.25,
,,8.25,,N1:4.80,33002110,5.50,8.60,4.75,8.50
,,4.75,,N1:3.60,33002111,2.25,7.40,6,4.75
7.50,9.25,,7,N1:1.20,33002112,,6.80,5.50,
7.50,8.75,,4.25,N1:4.40,33002113,,6.80,8.50,
6.75,7.75,,4.25,N1:5.20,33002114,,8.20,8,
,,8.25,,N1:5,33002115,8,9,8,6.25
6.25,8.50,,5,N1:7.80,33002116,,9,8.75,
,,4.75,,N1:9,33002117,6.50,9,7.50,8
7.50,7.25,,4,N1:2.20,33002118,,6.20,7.75,
6.50,9,,7.25,N1:3.80,33002119,,7.40,8.25,
5.50,8,,7.50,N1:5,33002120,,6.40,7.67,
,,9,,N1:6,33002121,6,9.20,6.25,7
,,5,,N1:3.80,33002122,4.50,4.40,5,3.25
,,7.50,,N1:5.60,33002123,4.50,7.60,7,7.50
7,8.25,,7.25,N1:7.20,33002124,,6,6.75,
,,6.50,,N1:4,33002125,5.25,6.40,7,4.50
3.50,5.75,,4.75,N1:3.60,33002126,,4.20,6.25,
5.50,6.25,,5.25,N1:2.40,33002127,,2.80,6.50,
4.75,7.25,,3.50,N1:1.80,33002128,,3.40,5.75,
7.25,6.75,,6,N1:6,33002129,,7,6.25,
,,8,,N1:5.40,33002130,4.75,7.20,6.75,5.50
8,8.25,,8.75,N1:3.40,33002131,,7.20,7.75,
4.75,8.50,,4.25,N1:5.40,33002132,,6.80,8.25,
6,9,,7,N1:3.80,33002133,,8.20,8,
,,7.75,,N1:3,33002134,4,6.80,6.50,3.50
7.75,9.25,,5.25,N1:7.20,33002135,,7,8.50,
,,5,,N1:6,33002136,7.25,8,7.25,8.50
,,5.25,,N1:3.60,33002137,5,6.40,7.50,6
7.50,8.25,,4.50,N1:4.40,33002138,,4.20,8,
,,7.50,,N1:5.80,33002139,8.75,9.60,6.75,6
5.75,6.50,,5.50,N1:8.40,33002140,,7.60,8.25,
,,8,,N1:4.80,33002141,5.75,7.80,8,3.75
7,7,,3.75,N1:3.40,33002142,,6.80,7,
6.50,9,,5.25,N1:6,33002143,,7.80,8,
7.25,8.75,,7,N1:5.80,33002144,,9,8.25,
