authors,cover_type,currency,link_book,link_img,price,title
TS. Trương Quang Thông,Bìa mềm,VND,https://tiki.vn/tai-tro-tin-dung-ngan-hang-cho-cac-doanh-nghiep-nho-va-vua-p533058.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/i/m/img220.u2469.d20160803.t112803.823950.jpg,27000.0,Tài Trợ Tín Dụng Ngân Hàng Cho Các Doanh Nghiệp Nhỏ Và Vừa
TS. Trần Phước (Chủ biên),Bìa mềm,VND,https://tiki.vn/ke-toan-thuong-mai-dich-vu-p531215.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/i/m/img153.u2469.d20160728.t092051.jpg,84150.0,Kế Toán Thương Mại Dịch Vụ
Ths. Hồ Thanh Lan,Bìa mềm,VND,https://tiki.vn/marketing-cong-nghiep-p403813.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/m/a/marketng-cong-nghiep.jpg,66300.0,Marketing Công Nghiệp
Bìa cứng,,VND,https://tiki.vn/thong-ke-cong-nghiep-hien-dai-voi-ung-dung-viet-tren-r-minitab-va-jmp-p14710086.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/b4/f0/06/2765243e7d2cb6a6d920083938d3b5d4.jpg,218500.0,"Thống kê công nghiệp hiện đại với ứng dụng viết trên R, Minitab và JMP"
TS. Đặng Văn Dựa,Bìa mềm,VND,https://tiki.vn/huong-dan-do-an-mon-hoc-kinh-te-xay-dung-va-nghiep-vu-dau-thau-p22222817.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/b1/35/4c/1251915733ce4694a8145ef960278e8e.jpg,39000.0,Hướng Dẫn Đồ Án Môn Học Kinh Tế Xây Dựng Và Nghiệp Vụ Đấu Thầu
Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/co-hoc-cong-trinh-p54639705.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/75/92/29/c63f55f62794542ad1ce8f51f20c0e7b.jpg,96000.0,Cơ Học Công Trình
PGS.TS. Nguyễn Thanh Tuấn,Bìa mềm,VND,https://tiki.vn/giao-trinh-quan-ly-dich-vu-o-to-p22228508.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/35/8c/c4/7cc53a3495f5e4bb110925ae9204a5e5.jpg,98600.0,Giáo Trình Quản Lý Dịch Vụ Ô Tô
Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/ly-thuyet-kien-truc-tai-ban-p52217174.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/ec/e5/33/4605384099ec7cc7a7154db2d7ccb542.jpg,75200.0,Lý Thuyết Kiến Trúc (Tái Bản)
Lê Xuân Mai,Bìa mềm,VND,https://tiki.vn/co-hoc-dat-tai-ban-p55882025.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/b8/d9/51/bd18fa1993a75f293809fe0fb7506276.jpg,98400.0,Cơ Học Đất (Tái Bản)
Phan Huy Đông,Bìa mềm,VND,https://tiki.vn/giao-trinh-co-hoc-dat-nen-va-mong-tai-ban-p58256978.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/0e/2d/b6/df98f529b78ebcbf8ebf8aea6b60ac8d.jpg,89600.0,"Giáo Trình Cơ Học Đất, Nền Và Móng (Tái Bản)"
